,Product,Price,Rating,No. of Ratings,No. of Reviews,images
107,"APPLE iPhone SE (Red, 64 GB)",28990,4.5,153773,12062,https://rukminim1.flixcart.com/image/312/312/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmfh4zznmq.jpeg?q=70
108,"APPLE iPhone 13 Pro (Gold, 512 GB)",125999,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/z/h/v/iphone-13-pro-mlvq3hn-a-apple-original-imag6vpc6mx3zwhz.jpeg?q=70
109,"APPLE iPhone 7 (Black, 32 GB)",31500,4.5,95080,9193,https://rukminim1.flixcart.com/image/312/312/k12go7k0/mobile/7/e/e/apple-iphone-7-mn8x2hn-a-original-imafkqcqhzxuvcpd.jpeg?q=70
110,"APPLE iPhone 14 (Midnight, 512 GB)",96999,4.6,1125,70,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/e/e/-original-imaghx9q5rvcdghy.jpeg?q=70
111,"APPLE iPhone 13 Pro (Sierra Blue, 1 TB)",144999,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/e/l/i/iphone-13-pro-mlw03hn-a-apple-original-imag6vpb2kj4dcp5.jpeg?q=70
112,"APPLE iPhone 11 Pro Max (Midnight Green, 64 GB)",90999,4.7,1094,99,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/z/a/f/iphone-11-pro-max-256-u-mwhm2hn-a-apple-0-original-imafkg2ftc5cze5n.jpeg?q=70
113,"APPLE iPhone 13 Pro Max (Silver, 1 TB)",155999,4.6,1786,174,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/c/g/4/iphone-13-pro-max-mlll3hn-a-apple-original-imag6vpg3r7dyvhm.jpeg?q=70
114,"APPLE iPhone 13 Pro Max (Silver, 512 GB)",134999,4.6,1786,174,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/c/g/4/iphone-13-pro-max-mlll3hn-a-apple-original-imag6vpg3r7dyvhm.jpeg?q=70
115,"APPLE iPhone 14 ((PRODUCT)RED, 512 GB)",96999,4.6,1125,70,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/k/o/-original-imaghx9qtwbnhwvy.jpeg?q=70
116,"APPLE iPhone 13 Pro Max (Alpine Green, 1 TB)",155999,4.6,1786,174,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/2/g/r/-original-imagca5kqvhuscnv.jpeg?q=70
117,"APPLE iPhone 12 (White, 256 GB)",66999,4.6,185821,12681,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/j/f/9/apple-iphone-12-dummyapplefsn-original-imafwg8dkyh2zgrh.jpeg?q=70
118,"APPLE iPhone 13 Pro (Graphite, 256 GB)",129900,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/m/t/r/iphone-13-pro-mlvv3hn-a-apple-original-imag6vpb7zg6bnvb.jpeg?q=70
119,"APPLE iPhone 12 Pro (Graphite, 512 GB)",105999,4.5,1246,92,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/u/q/d/apple-iphone-12-pro-dummyapplefsn-original-imafwgbrbzjgug4j.jpeg?q=70
120,"APPLE iPhone 12 mini (Green, 256 GB)",52999,4.5,123723,9964,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/h/v/w/apple-iphone-12-mini-dummyapplefsn-original-imafwgb2zkjcwpre.jpeg?q=70
121,"APPLE iPhone 12 (White, 256 GB)",66999,4.6,185821,12681,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/j/f/9/apple-iphone-12-dummyapplefsn-original-imafwg8dkyh2zgrh.jpeg?q=70
122,"APPLE iPhone 13 Pro (Graphite, 256 GB)",129900,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/m/t/r/iphone-13-pro-mlvv3hn-a-apple-original-imag6vpb7zg6bnvb.jpeg?q=70
123,"APPLE iPhone 12 Pro (Graphite, 512 GB)",105999,4.5,1246,92,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/u/q/d/apple-iphone-12-pro-dummyapplefsn-original-imafwgbrbzjgug4j.jpeg?q=70
124,"APPLE iPhone 13 Pro (Gold, 128 GB)",119900,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/z/h/v/iphone-13-pro-mlvq3hn-a-apple-original-imag6vpc6mx3zwhz.jpeg?q=70
125,"APPLE iPhone 14 Plus ((PRODUCT)RED, 512 GB)",105999,4.6,461,53,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/h/7/-original-imaghx9qaepzajta.jpeg?q=70
126,"APPLE iPhone 12 Pro (Pacific Blue, 512 GB)",106699,4.5,1246,92,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/u/c/d/apple-iphone-12-pro-dummyapplefsn-original-imafwgbrzxg3nggd.jpeg?q=70
127,"APPLE iPhone 13 Pro Max (Graphite, 1 TB)",155999,4.6,1786,174,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/3/e/o/iphone-13-pro-max-mll63hn-a-apple-original-imag6vpgwfgxdsj6.jpeg?q=70
128,"Apple iPhone XR ((PRODUCT)RED, 64 GB) (Includes EarPods, Power Adapter)",36999,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/jnj7iq80/mobile/3/f/a/apple-iphone-xr-mry62hn-a-original-imafa6zkhyceh8dg.jpeg?q=70
129,"APPLE iPhone 13 mini (Midnight, 512 GB)",79990,4.5,3044,265,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/r/8/l/iphone-13-mini-mlk53hn-a-apple-original-imag6vp693zncyk7.jpeg?q=70
130,"APPLE iPhone 13 Pro Max (Graphite, 256 GB)",139900,4.6,1786,174,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/3/e/o/iphone-13-pro-max-mll63hn-a-apple-original-imag6vpgwfgxdsj6.jpeg?q=70
131,"APPLE iPhone 12 Pro (Gold, 128 GB)",78899,4.5,1246,92,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/s/9/w/apple-iphone-12-pro-dummyapplefsn-original-imafwgbrnpyygbv9.jpeg?q=70
132,"APPLE iPhone 13 Pro Max (Sierra Blue, 256 GB)",139900,4.6,1786,174,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/r/m/8/iphone-13-pro-max-mllj3hn-a-apple-original-imag6vpgphrzuffg.jpeg?q=70
133,"APPLE iPhone 11 Pro Max (Space Grey, 64 GB)",90999,4.7,1094,99,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/c/u/e/iphone-11-pro-512-u-mwcd2hn-a-apple-0-original-imafkg2fhzhzzh5s.jpeg?q=70
134,"APPLE iPhone XR ((PRODUCT)RED, 64 GB)",36999,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/jpbic280/mobile-refurbished/c/2/q/iphone-xr-256-b-mrym2hn-a-apple-0-original-imafbhyybbhddts7.jpeg?q=70
135,"APPLE iPhone 13 Pro (Gold, 1 TB)",144999,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/z/h/v/iphone-13-pro-mlvq3hn-a-apple-original-imag6vpc6mx3zwhz.jpeg?q=70
136,"APPLE iPhone 13 Pro (Alpine Green, 1 TB)",144999,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/c/j/j/-original-imagca5hhzsgpycf.jpeg?q=70
137,"APPLE iPhone SE 3rd Gen (Product (Red), 128 GB)",37999,4.3,587,78,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/9/6/t/-original-imagca67gxuvkmrj.jpeg?q=70
138,"APPLE iPhone SE 3rd Gen (Starlight, 256 GB)",46599,4.3,587,78,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/l/h/4/-original-imagca67uzxhrkgd.jpeg?q=70
139,"APPLE iPhone 8 (Space Grey, 256 GB)",77000,4.5,11361,803,https://rukminim1.flixcart.com/image/312/312/j7ksia80/mobile/z/2/s/apple-iphone-8-mq6k2hn-a-original-imaexsbztghyprcg.jpeg?q=70
140,"APPLE iPhone 8 (Gold, 256 GB)",77000,4.5,11361,803,https://rukminim1.flixcart.com/image/312/312/j7ksia80/mobile/2/r/q/apple-iphone-8-mq6m2hn-a-original-imaexsbzyvydzgzw.jpeg?q=70
141,"APPLE iPhone 8 (Silver, 256 GB)",77000,4.5,11361,803,https://rukminim1.flixcart.com/image/312/312/j7ksia80/mobile/m/y/d/apple-iphone-8-mq6l2hn-a-original-imaexsbz8fggz59j.jpeg?q=70
142,"APPLE iPhone 8 Plus (Silver, 64 GB)",49900,4.6,3439,355,https://rukminim1.flixcart.com/image/312/312/j7ksia80/mobile/x/w/z/apple-iphone-8-plus-mq8h2hn-a-original-imaexsfhxjxbupzx.jpeg?q=70
143,"APPLE iPhone 8 (Silver, 64 GB)",39900,4.5,11361,803,https://rukminim1.flixcart.com/image/312/312/j7ksia80/mobile/m/y/d/apple-iphone-8-mq6l2hn-a-original-imaexsbz8fggz59j.jpeg?q=70
144,"APPLE iPhone XS Max (Space Grey, 256 GB)",124900,4.6,1454,147,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/f/t/a/apple-iphone-xs-max-mt532hn-a-original-imaf97f6y3spd7yz.jpeg?q=70
145,"APPLE iPhone XS (Space Grey, 512 GB)",134900,4.7,11965,870,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/y/4/u/apple-iphone-xs-mt9l2hn-a-original-imaf97f65bqbdycy.jpeg?q=70
146,"APPLE iPhone 14 Pro (Space Black, 1 TB)",172999,4.7,476,43,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/l/p/-original-imaghxemc3wtcuhb.jpeg?q=70
147,"APPLE iPhone 13 Pro Max (Sierra Blue, 512 GB)",134999,4.6,1786,174,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/r/m/8/iphone-13-pro-max-mllj3hn-a-apple-original-imag6vpgphrzuffg.jpeg?q=70
148,"APPLE iPhone 13 Pro Max (Sierra Blue, 1 TB)",155999,4.6,1786,174,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/r/m/8/iphone-13-pro-max-mllj3hn-a-apple-original-imag6vpgphrzuffg.jpeg?q=70
149,"APPLE iPhone 14 (Purple, 512 GB)",96999,4.6,1125,70,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/u/f/-original-imaghxa5hvapbfds.jpeg?q=70
150,"APPLE iPhone 14 Pro (Gold, 1 TB)",172999,4.7,476,43,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/h/c/-original-imaghxemmqyahnuj.jpeg?q=70
151,"APPLE iPhone 6 (Space Grey, 32 GB)",30780,4.4,145565,16257,https://rukminim1.flixcart.com/image/312/312/j2c6du80/mobile/f/2/j/apple-iphone-6-a1586-original-imaetnf2h6gck78p.jpeg?q=70
152,"APPLE iPhone XS (Gold, 512 GB)",134900,4.7,11965,870,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/x/g/f/apple-iphone-xs-mt9k2hn-a-original-imaf97f6hqebeych.jpeg?q=70
153,"Apple iPhone SE (Black, 64 GB) (Includes EarPods, Power Adapter)",28990,4.5,153773,12062,https://rukminim1.flixcart.com/image/312/312/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjyscxm8fv.jpeg?q=70
154,"APPLE iPhone 14 (Starlight, 512 GB)",96999,4.6,1125,70,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/o/b/-original-imaghx9qkugtbfrn.jpeg?q=70
155,"APPLE iPhone 13 Pro Max (Gold, 512 GB)",134999,4.6,1786,174,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/6/v/c/iphone-13-pro-max-mllh3hn-a-apple-original-imag6vpgpycue85h.jpeg?q=70
156,"APPLE iPhone XS Max (Space Grey, 64 GB)",109900,4.6,1454,147,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/f/t/a/apple-iphone-xs-max-mt532hn-a-original-imaf97f6y3spd7yz.jpeg?q=70
157,"APPLE iPhone 8 Plus (Gold, 64 GB)",49900,4.6,3439,355,https://rukminim1.flixcart.com/image/312/312/j7ksia80/mobile/u/z/b/apple-iphone-8-plus-mq8j2hn-a-original-imaexsfmnxjcfc8t.jpeg?q=70
158,"APPLE iPhone 8 Plus (Space Grey, 256 GB)",84900,4.6,3439,355,https://rukminim1.flixcart.com/image/312/312/j7ksia80/mobile/t/4/f/apple-iphone-8-plus-mq8g2hn-a-original-imaexsfhxepbngdq.jpeg?q=70
159,"APPLE iPhone 8 Plus (Silver, 256 GB)",84900,4.6,3439,355,https://rukminim1.flixcart.com/image/312/312/j7ksia80/mobile/x/w/z/apple-iphone-8-plus-mq8h2hn-a-original-imaexsfhxjxbupzx.jpeg?q=70
160,"APPLE iPhone 14 Pro (Silver, 1 TB)",172999,4.7,476,43,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/h/r/e/-original-imaghxeeme2n7hy7.jpeg?q=70
161,"APPLE iPhone XS Max (Gold, 256 GB)",124900,4.6,1454,147,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/e/8/s/apple-iphone-xs-max-mt522hn-a-original-imaf97f6hmng8ufu.jpeg?q=70
162,"APPLE iPhone XR (White, 64 GB)",36999,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/k0lbdzk0pkrrdj/mobile/4/8/c/apple-iphone-xr-mryd2hn-a-original-imafbhywqyhvww9c.jpeg?q=70
163,"APPLE iPhone 6 (Space Grey, 16 GB)",52000,4.4,145565,16257,https://rukminim1.flixcart.com/image/312/312/mobile/f/2/j/apple-iphone-6-original-imaeymdqs5gm5xkz.jpeg?q=70
164,"APPLE iPhone 13 Pro (Silver, 512 GB)",125999,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/a/e/g/iphone-13-pro-mlvw3hn-a-apple-original-imag6vpcvspnzyfy.jpeg?q=70
165,"APPLE iPhone 13 Pro (Graphite, 1 TB)",144999,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/m/t/r/iphone-13-pro-mlvv3hn-a-apple-original-imag6vpb7zg6bnvb.jpeg?q=70
166,"APPLE iPhone 13 Pro (Gold, 1 TB)",144999,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/z/h/v/iphone-13-pro-mlvq3hn-a-apple-original-imag6vpc6mx3zwhz.jpeg?q=70
167,"APPLE iPhone 7 (Gold, 32 GB)",31500,4.5,95080,9193,https://rukminim1.flixcart.com/image/312/312/k12go7k0/mobile/e/q/m/apple-iphone-7-mn942hn-a-original-imafkqe8mqaafe4g.jpeg?q=70
168,"APPLE iPhone 11 Pro (Midnight Green, 512 GB)",118199,4.6,8661,630,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/z/a/f/iphone-11-pro-max-256-u-mwhm2hn-a-apple-0-original-imafkg2ftc5cze5n.jpeg?q=70
169,"APPLE iPhone 14 Plus (Starlight, 128 GB)",75999,4.6,461,53,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/v/8/-original-imaghx9qudmydgc4.jpeg?q=70
170,"APPLE iPhone 12 mini (Black, 64 GB)",38999,4.5,123723,9964,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/n/p/d/apple-iphone-12-mini-dummyapplefsn-original-imafwgbfwkfrerak.jpeg?q=70
171,"APPLE iPhone 12 Pro (Graphite, 256 GB)",88199,4.5,1246,92,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/u/q/d/apple-iphone-12-pro-dummyapplefsn-original-imafwgbrbzjgug4j.jpeg?q=70
172,"APPLE iPhone 14 Pro Max (Deep Purple, 256 GB)",142999,4.7,437,45,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/6/x/j/-original-imaghxejqvpwfqh2.jpeg?q=70
173,"APPLE iPhone SE (Red, 128 GB)",32990,4.5,153773,12062,https://rukminim1.flixcart.com/image/312/312/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmfh4zznmq.jpeg?q=70
174,"APPLE iPhone 11 (Yellow, 128 GB)",45999,4.6,177344,10540,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/y/y/z/iphone-11-64-a-mwlw2hn-a-apple-0-original-imafkg25qghgbxmm.jpeg?q=70
175,"APPLE iPhone 12 mini (Purple, 256 GB)",52999,4.5,123723,9964,https://rukminim1.flixcart.com/image/312/312/ko0d6kw0/mobile/d/h/5/iphone-12-mini-mjqh3hn-a-apple-original-imag2k2xuuyfyusd.jpeg?q=70
176,"APPLE iPhone 13 mini (Midnight, 128 GB)",58990,4.5,3044,265,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/r/8/l/iphone-13-mini-mlk53hn-a-apple-original-imag6vp693zncyk7.jpeg?q=70
177,"APPLE iPhone 13 mini (Blue, 128 GB)",58990,4.5,3044,265,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/a/i/l/iphone-13-mini-mlk93hn-a-apple-original-imag6vp6x67yypzk.jpeg?q=70
178,"APPLE iPhone 11 (Green, 128 GB)",45999,4.6,177344,10540,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/u/z/t/iphone-11-256-c-mwmd2hn-a-apple-0-original-imafkg24wszdhzy3.jpeg?q=70
179,"APPLE iPhone 12 mini (Blue, 128 GB)",43999,4.5,123723,9964,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/s/h/f/apple-iphone-12-mini-dummyapplefsn-original-imafwgbfukehtnxv.jpeg?q=70
180,"APPLE iPhone 13 Pro (Graphite, 512 GB)",125999,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/m/t/r/iphone-13-pro-mlvv3hn-a-apple-original-imag6vpb7zg6bnvb.jpeg?q=70
181,"APPLE iPhone 12 mini (White, 256 GB)",52999,4.5,123723,9964,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/d/g/b/apple-iphone-12-mini-dummyapplefsn-original-imafwgbfhx4cfzue.jpeg?q=70
182,"APPLE iPhone 14 Pro Max (Space Black, 1 TB)",182999,4.7,437,45,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/f/p/-original-imaghxenhnpyhn5u.jpeg?q=70
183,"APPLE iPhone 12 mini (Green, 64 GB)",38999,4.5,123723,9964,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/h/v/w/apple-iphone-12-mini-dummyapplefsn-original-imafwgb2zkjcwpre.jpeg?q=70
184,"APPLE iPhone SE (White, 256 GB)",40990,4.5,153773,12062,https://rukminim1.flixcart.com/image/312/312/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqf9nze6evk.jpeg?q=70
185,"APPLE iPhone 14 Pro (Space Black, 256 GB)",132999,4.7,476,43,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/l/p/-original-imaghxemc3wtcuhb.jpeg?q=70
186,"APPLE iPhone 14 Pro (Silver, 256 GB)",132999,4.7,476,43,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/h/r/e/-original-imaghxeeme2n7hy7.jpeg?q=70
187,"APPLE iPhone 14 Pro (Gold, 256 GB)",132999,4.7,476,43,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/h/c/-original-imaghxemmqyahnuj.jpeg?q=70
188,"APPLE iPhone SE (White, 64 GB)",28990,4.5,153773,12062,https://rukminim1.flixcart.com/image/312/312/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqf9nze6evk.jpeg?q=70
189,"APPLE iPhone 13 mini ((PRODUCT)RED, 256 GB)",68990,4.5,3044,265,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/i/q/p/iphone-13-mini-mlke3hn-a-apple-original-imag6vp6abdxzuh8.jpeg?q=70
190,"APPLE iPhone 14 Pro (Deep Purple, 512 GB)",152999,4.7,476,43,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/8/r/-original-imaghxemnnnkd8bg.jpeg?q=70
191,"APPLE iPhone 13 mini (Green, 128 GB)",58990,4.5,3044,265,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/y/j/1/-original-imagca5ge9yrbrzq.jpeg?q=70
192,"APPLE iPhone 13 Pro (Alpine Green, 128 GB)",119900,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/c/j/j/-original-imagca5hhzsgpycf.jpeg?q=70
193,"APPLE iPhone 12 Pro (Silver, 256 GB)",88199,4.5,1246,92,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/b/v/a/apple-iphone-12-pro-dummyapplefsn-original-imafwgbr45csnczy.jpeg?q=70
194,"APPLE iPhone 13 (Green, 256 GB)",69499,4.7,178951,9838,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/r/q/m/-original-imagca5ajerqpfjy.jpeg?q=70
195,"APPLE iPhone 13 Pro Max (Gold, 256 GB)",139900,4.6,1786,174,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/6/v/c/iphone-13-pro-max-mllh3hn-a-apple-original-imag6vpgpycue85h.jpeg?q=70
196,"APPLE iPhone 13 mini ((PRODUCT)RED, 128 GB)",58990,4.5,3044,265,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/i/q/p/iphone-13-mini-mlke3hn-a-apple-original-imag6vp6abdxzuh8.jpeg?q=70
197,"APPLE iPhone 13 Pro (Sierra Blue, 512 GB)",125999,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/e/l/i/iphone-13-pro-mlw03hn-a-apple-original-imag6vpb2kj4dcp5.jpeg?q=70
198,"APPLE iPhone 12 mini (Green, 256 GB)",52999,4.5,123723,9964,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/h/v/w/apple-iphone-12-mini-dummyapplefsn-original-imafwgb2zkjcwpre.jpeg?q=70
199,"APPLE iPhone SE (Black, 64 GB)",28990,4.5,153773,12062,https://rukminim1.flixcart.com/image/312/312/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjyscxm8fv.jpeg?q=70
200,"APPLE iPhone 14 Pro Max (Deep Purple, 1 TB)",182999,4.7,437,45,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/6/x/j/-original-imaghxejqvpwfqh2.jpeg?q=70
201,"APPLE iPhone 6s (Space Grey, 32 GB)",29990,4.5,93045,9243,https://rukminim1.flixcart.com/image/312/312/j7qi9ow0/mobile/6/t/q/apple-iphone-6s-mn0w2hn-a-original-imaexw6smfzjgqsz.jpeg?q=70
202,"APPLE iPhone 13 mini (Starlight, 128 GB)",58990,4.5,3044,265,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/a/j/u/iphone-13-mini-mlkc3hn-a-apple-original-imag6vp6swvmsbnn.jpeg?q=70
203,"Apple iPhone SE (White, 128 GB) (Includes EarPods, Power Adapter)",32990,4.5,153773,12062,https://rukminim1.flixcart.com/image/312/312/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqf9nze6evk.jpeg?q=70
204,"APPLE iPhone 14 Pro Max (Gold, 1 TB)",182999,4.7,437,45,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/k/u/6/-original-imaghxen343tbjgj.jpeg?q=70
205,"APPLE iPhone 13 Pro (Silver, 128 GB)",119900,4.6,1369,119,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/a/e/g/iphone-13-pro-mlvw3hn-a-apple-original-imag6vpcvspnzyfy.jpeg?q=70
206,"APPLE iPhone 12 mini (Purple, 64 GB)",38999,4.5,123723,9964,https://rukminim1.flixcart.com/image/312/312/ko0d6kw0/mobile/d/h/5/iphone-12-mini-mjqh3hn-a-apple-original-imag2k2xuuyfyusd.jpeg?q=70
207,"APPLE iPhone 6s (Silver, 32 GB)",29990,4.5,93045,9243,https://rukminim1.flixcart.com/image/312/312/j7qi9ow0/mobile/h/f/t/apple-iphone-6s-mn0x2hn-a-original-imaexw7fpbbfwwtw.jpeg?q=70
208,"Apple iPhone SE (White, 256 GB) (Includes EarPods, Power Adapter)",40990,4.5,153773,12062,https://rukminim1.flixcart.com/image/312/312/k9loccw0/mobile/6/b/z/apple-iphone-se-mxd12hn-a-original-imafrcqf9nze6evk.jpeg?q=70
