,Product,Price,Rating,No. of Ratings,No. of Reviews,images
305,"APPLE iPhone 6 (Gold, 128 GB)",49999,4.4,145565,16257,https://rukminim1.flixcart.com/image/312/312/mobile/x/x/b/apple-iphone-6-original-imaeynygkn5g4jzh.jpeg?q=70
306,"APPLE iPhone 6s Plus (Rose Gold, 64 GB)",59999,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/mobile/x/u/e/apple-iphone-6s-plus-na-original-imaebyngfadycxgt.jpeg?q=70
307,"APPLE iPhone 11 Pro (Silver, 512 GB)",140300,4.6,8661,630,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/k/6/h/iphone-11-pro-max-64-b-mwhf2hn-a-apple-0-original-imafkg2ftqfvr9sf.jpeg?q=70
308,"APPLE iPhone 6s Plus (Gold, 64 GB)",59999,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/mobile/d/z/u/apple-iphone-6s-plus-na-original-imaebynhzvw7dmje.jpeg?q=70
309,"APPLE iPhone 6s (Gold, 128 GB)",55999,4.5,93045,9243,https://rukminim1.flixcart.com/image/312/312/mobile/t/u/b/apple-iphone-6s-na-original-imaebym7xbtayesf.jpeg?q=70
310,"APPLE iPhone 6s (Gold, 64 GB)",49999,4.5,93045,9243,https://rukminim1.flixcart.com/image/312/312/mobile/t/u/b/apple-iphone-6s-na-original-imaebym7xbtayesf.jpeg?q=70
311,"APPLE iPhone 11 Pro (Gold, 512 GB)",140300,4.6,8661,630,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/e/b/u/iphone-11-pro-max-64-a-mwhg2hn-a-apple-0-original-imafkg2fg3evmhuy.jpeg?q=70
312,"APPLE iPhone XS Max (Silver, 512 GB)",144900,4.6,1454,147,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/c/2/j/apple-iphone-xs-max-mt542hn-a-original-imaf97f6n9eg9be4.jpeg?q=70
313,"APPLE iPhone 6s (Gold, 16 GB)",41999,4.5,93045,9243,https://rukminim1.flixcart.com/image/312/312/mobile/j/g/g/apple-iphone-6s-na-original-imaeby6yymhkvutk.jpeg?q=70
314,"APPLE iPhone 6s Plus (Space Grey, 128 GB)",92000,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/mobile/b/u/e/apple-iphone-6s-plus-na-original-imaebynjg6gdh2zs.jpeg?q=70
315,"APPLE iPhone 6 Plus (Space Grey, 16 GB)",39999,4.5,1673,200,https://rukminim1.flixcart.com/image/312/312/mobile/h/z/d/apple-iphone-6-plus-original-imaeymdqfzw2zzhw.jpeg?q=70
316,"APPLE iPhone 7 Plus (Silver, 128 GB)",42900,4.5,29799,2997,https://rukminim1.flixcart.com/image/312/312/k13w4280/mobile/z/z/j/apple-iphone-7-plus-mn4x2hn-a-original-imafkqfgshtythwf.jpeg?q=70
317,"APPLE iPhone 6s (Rose Gold, 16 GB)",31999,4.5,93045,9243,https://rukminim1.flixcart.com/image/312/312/mobile/f/c/g/apple-iphone-6s-na-original-imaeby6rmzxdpvbj.jpeg?q=70
318,"APPLE iPhone 6s Plus (Silver, 64 GB)",59999,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/mobile/f/h/u/apple-iphone-6s-plus-na-original-imaebyngvzmrsyfu.jpeg?q=70
319,"APPLE iPhone 12 Pro Max (Pacific Blue, 128 GB)",95599,4.5,1261,102,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/c/v/t/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyhmzhaapd.jpeg?q=70
320,"APPLE iPhone 6s Plus (Space Grey, 64 GB)",59999,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/mobile/b/u/e/apple-iphone-6s-plus-na-original-imaebynjg6gdh2zs.jpeg?q=70
321,"APPLE iPhone 7 (Gold, 128 GB)",34900,4.5,95080,9193,https://rukminim1.flixcart.com/image/312/312/k12go7k0/mobile/e/q/m/apple-iphone-7-mn942hn-a-original-imafkqe8mqaafe4g.jpeg?q=70
322,"APPLE iPhone XR (Coral, 128 GB)",52900,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/k0lbdzk0pkrrdj/mobile/j/p/b/apple-iphone-xr-mryg2hn-a-original-imafbhyw3budgyh8.jpeg?q=70
323,"APPLE iPhone 6 (Silver, 16 GB)",36990,4.4,145565,16257,https://rukminim1.flixcart.com/image/312/312/mobile/h/k/n/apple-iphone-6-original-imaeyny5agaysfqg.jpeg?q=70
324,"APPLE iPhone SE 3rd Gen (Product (Red), 256 GB)",46599,4.3,587,78,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/9/6/t/-original-imagca67gxuvkmrj.jpeg?q=70
325,"APPLE iPhone XS Max (Silver, 64 GB)",109900,4.6,1454,147,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/c/2/j/apple-iphone-xs-max-mt542hn-a-original-imaf97f6n9eg9be4.jpeg?q=70
326,"APPLE iPhone 6s Plus (Rose Gold, 16 GB)",49999,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/mobile/x/u/e/apple-iphone-6s-plus-na-original-imaebyngfadycxgt.jpeg?q=70
327,"APPLE iPhone 7 Plus (Jet Black, 256 GB)",85400,4.5,29799,2997,https://rukminim1.flixcart.com/image/312/312/mobile/j/f/b/apple-iphone-7-plus-na-original-imaemzg7hzvnwghj.jpeg?q=70
328,"APPLE iPhone 7 (Jet Black, 128 GB)",34900,4.5,95080,9193,https://rukminim1.flixcart.com/image/312/312/mobile/m/t/8/apple-iphone-7-na-original-imaemzfjmrwpksbu.jpeg?q=70
329,"APPLE iPhone X (Space Gray, 64 GB)",91900,4.6,10966,868,https://rukminim1.flixcart.com/image/312/312/j9d3bm80/mobile/k/x/a/apple-iphone-x-mqa82hn-a-original-imaeyysgmypxmazk.jpeg?q=70
330,"Apple iPhone XR (Blue, 128 GB) (Includes EarPods, Power Adapter)",52900,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/k0lbdzk0pkrrdj/mobile/f/z/3/apple-iphone-xr-mrya2hn-a-original-imafbhyvbz2hmaxd.jpeg?q=70
331,"APPLE iPhone SE 3rd Gen (Midnight, 256 GB)",46599,4.3,587,78,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/9/y/q/-original-imagca67yxswgwqq.jpeg?q=70
332,"APPLE iPhone 6s Plus (Space Grey, 32 GB)",34900,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/j7qi9ow0/mobile/y/h/t/apple-iphone-6s-plus-mn2v2hn-a-original-imaexw6yzq92gwsu.jpeg?q=70
333,"APPLE iPhone XR (Black, 128 GB)",41699,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/k0lbdzk0pkrrdj/mobile/s/p/d/apple-iphone-xr-mry42hn-a-original-imafbhyxurw8y7zg.jpeg?q=70
334,"APPLE iPhone XS (Silver, 256 GB)",103900,4.7,11965,870,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/g/h/c/apple-iphone-xs-mt9f2hn-a-original-imaf97f6zzfkzjcz.jpeg?q=70
335,"APPLE iPhone 8 (PRODUCT)RED (Red, 64 GB)",39900,4.7,113,10,https://rukminim1.flixcart.com/image/312/312/jgffp8w0/mobile/g/g/c/apple-iphone-8-product-red-special-edition-mrrk2hn-a-original-imaf4gudf5bzzxht.jpeg?q=70
336,"Apple iPhone XR (Yellow, 256 GB) (Includes EarPods, Power Adapter)",91900,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/jnj7iq80/mobile/u/x/j/apple-iphone-xr-mryf2hn-a-original-imafa6zkjfkwymuz.jpeg?q=70
337,"APPLE iPhone 7 (Silver, 128 GB)",34900,4.5,95080,9193,https://rukminim1.flixcart.com/image/312/312/k12go7k0/mobile/b/h/n/apple-iphone-7-mn932hn-a-original-imafkqe89uazqfa3.jpeg?q=70
338,"APPLE iPhone 12 Pro Max (Graphite, 512 GB)",123299,4.5,1261,102,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/5/z/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcy7ugz3y2z.jpeg?q=70
339,"APPLE iPhone X (Space Gray, 256 GB)",106900,4.6,10966,868,https://rukminim1.flixcart.com/image/312/312/j9d3bm80/mobile/g/g/q/apple-iphone-x-mqa52hn-a-original-imaeyzyfbgcwyhwg.jpeg?q=70
340,"APPLE iPhone X (Silver, 256 GB)",106900,4.6,10966,868,https://rukminim1.flixcart.com/image/312/312/j9d3bm80/mobile/g/x/j/apple-iphone-x-mqa62hn-a-original-imaeyzyfdzhfckef.jpeg?q=70
341,"APPLE iPhone 6 Plus (Silver, 128 GB)",48999,4.5,1673,200,https://rukminim1.flixcart.com/image/312/312/mobile/m/q/k/apple-iphone-6-plus-original-imaeymdqartzwz76.jpeg?q=70
342,"APPLE iPhone XS (Space Grey, 256 GB)",103900,4.7,11965,870,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/y/4/u/apple-iphone-xs-mt9l2hn-a-original-imaf97f65bqbdycy.jpeg?q=70
343,"APPLE iPhone 11 Pro Max (Gold, 256 GB)",131900,4.7,1094,99,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/e/b/u/iphone-11-pro-max-64-a-mwhg2hn-a-apple-0-original-imafkg2fg3evmhuy.jpeg?q=70
344,"APPLE iPhone 7 Plus (PRODUCT) (Red, 256 GB)",85400,5.0,3,3,https://rukminim1.flixcart.com/image/312/312/j1b0xow0/mobile/u/d/p/apple-iphone-7-plus-mn4v2hn-a-original-imaeswuhkxd62sr9.jpeg?q=70
345,"APPLE IPhone 4 (Black, 8 GB)",22900,4.1,1091,184,https://rukminim1.flixcart.com/image/312/312/mobile/h/e/n/apple-iphone-4-original-imadknfx36wrgvug.jpeg?q=70
346,"APPLE iPhone 6 Plus (Space Grey, 64 GB)",48999,4.5,1673,200,https://rukminim1.flixcart.com/image/312/312/mobile/h/z/d/apple-iphone-6-plus-original-imaeymdqfzw2zzhw.jpeg?q=70
347,"APPLE iPhone 6 (Space Grey, 64 GB)",44999,4.4,145565,16257,https://rukminim1.flixcart.com/image/312/312/mobile/f/2/j/apple-iphone-6-original-imaeymdqs5gm5xkz.jpeg?q=70
348,"APPLE iPhone 8 Plus (PRODUCT)RED (Red, 256 GB)",84900,4.6,267,23,https://rukminim1.flixcart.com/image/312/312/jgffp8w0/mobile/y/4/8/apple-iphone-8-plus-product-red-special-edition-mrt72hn-a-original-imaf4gueermyhqg8.jpeg?q=70
349,"APPLE iPhone 8 Plus (Gold, 256 GB)",84900,4.6,3439,355,https://rukminim1.flixcart.com/image/312/312/j7ksia80/mobile/u/z/b/apple-iphone-8-plus-mq8j2hn-a-original-imaexsfmnxjcfc8t.jpeg?q=70
350,"APPLE iPhone XR (Blue, 64 GB)",47900,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/k0lbdzk0pkrrdj/mobile/f/z/3/apple-iphone-xr-mrya2hn-a-original-imafbhyvbz2hmaxd.jpeg?q=70
351,"APPLE iPhone 6 Plus (Silver, 16 GB)",40999,4.5,1673,200,https://rukminim1.flixcart.com/image/312/312/mobile/m/q/k/apple-iphone-6-plus-original-imaeymdqartzwz76.jpeg?q=70
352,"APPLE iPhone 7 Plus (Jet Black, 128 GB)",42900,4.5,29799,2997,https://rukminim1.flixcart.com/image/312/312/mobile/j/f/b/apple-iphone-7-plus-na-original-imaemzg7hzvnwghj.jpeg?q=70
353,"APPLE iPhone 11 Pro (Silver, 256 GB)",100699,4.6,8661,630,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/k/6/h/iphone-11-pro-max-64-b-mwhf2hn-a-apple-0-original-imafkg2ftqfvr9sf.jpeg?q=70
354,"APPLE iPhone 7 Plus (Gold, 32 GB)",37900,4.5,29799,2997,https://rukminim1.flixcart.com/image/312/312/k13w4280/mobile/p/p/4/apple-iphone-7-plus-mn4q2hn-a-original-imafkqfhjzsvghb8.jpeg?q=70
355,"APPLE iPhone 6s Plus (Silver, 32 GB)",34900,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/j7qi9ow0/mobile/p/q/h/apple-iphone-6s-plus-mn2w2hn-a-original-imaexvxuaeuwxpsf.jpeg?q=70
356,"APPLE iPhone 7 Plus (Rose Gold, 32 GB)",37900,4.5,29799,2997,https://rukminim1.flixcart.com/image/312/312/k13w4280/mobile/x/y/m/apple-iphone-7-plus-mn4u2hn-a-original-imafkqfhmhyzy5xz.jpeg?q=70
357,"APPLE iPhone 8 (Space Grey, 64 GB)",39900,4.5,11361,803,https://rukminim1.flixcart.com/image/312/312/j7ksia80/mobile/z/2/s/apple-iphone-8-mq6k2hn-a-original-imaexsbztghyprcg.jpeg?q=70
358,"APPLE iPhone 7 Plus (Gold, 128 GB)",42900,4.5,29799,2997,https://rukminim1.flixcart.com/image/312/312/k13w4280/mobile/p/p/4/apple-iphone-7-plus-mn4q2hn-a-original-imafkqfhjzsvghb8.jpeg?q=70
359,"APPLE iPhone 6s Plus (Gold, 32 GB)",34900,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/j7qi9ow0/mobile/r/n/z/apple-iphone-6s-plus-mn2x2hn-a-original-imaexvxu2uuqrgpe.jpeg?q=70
360,"APPLE iPhone 7 Plus (Rose Gold, 128 GB)",42900,4.5,29799,2997,https://rukminim1.flixcart.com/image/312/312/k13w4280/mobile/x/y/m/apple-iphone-7-plus-mn4u2hn-a-original-imafkqfhmhyzy5xz.jpeg?q=70
361,"APPLE iPhone 5C (Yellow, 8 GB)",37500,3.9,1326,265,https://rukminim1.flixcart.com/image/312/312/kmjhw280pkrrdj/mobile-refurbished/h/q/r/iphone-5c-32-a-a1529-apple-original-imadwyy4zyr5cdpf.jpeg?q=70
362,"APPLE iPhone 7 Plus (Black, 256 GB)",85400,4.5,29799,2997,https://rukminim1.flixcart.com/image/312/312/k13w4280/mobile/h/q/h/apple-iphone-7-plus-mn4w2hn-a-original-imafkqfhzxgedrcu.jpeg?q=70
363,"APPLE iPhone XS (Silver, 512 GB)",134900,4.7,11965,870,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/g/h/c/apple-iphone-xs-mt9f2hn-a-original-imaf97f6zzfkzjcz.jpeg?q=70
364,"APPLE iPhone SE (Black, 256 GB)",40990,4.5,153773,12062,https://rukminim1.flixcart.com/image/312/312/k9loccw0/mobile/p/z/q/apple-iphone-se-mxd02hn-a-original-imafrcpjyscxm8fv.jpeg?q=70
365,"Apple iPhone XR (Coral, 128 GB) (Includes EarPods, Power Adapter)",41699,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/jnj7iq80/mobile/u/a/p/apple-iphone-xr-mryg2hn-a-original-imafa6zkzyntrt3t.jpeg?q=70
366,"APPLE iPhone 7 (Black, 128 GB)",34900,4.5,95080,9193,https://rukminim1.flixcart.com/image/312/312/k12go7k0/mobile/7/e/e/apple-iphone-7-mn8x2hn-a-original-imafkqcqhzxuvcpd.jpeg?q=70
367,"APPLE iPhone 6 Plus (Silver, 64 GB)",48999,4.5,1673,200,https://rukminim1.flixcart.com/image/312/312/mobile/m/q/k/apple-iphone-6-plus-original-imaeymdqartzwz76.jpeg?q=70
368,"APPLE iPhone 5s (Space Grey, 16 GB)",25000,4.4,62719,7352,https://rukminim1.flixcart.com/image/312/312/mobile/z/h/f/apple-iphone-5s-original-imadpppc54zfpj9c.jpeg?q=70
369,"APPLE iPhone 7 (Rose Gold, 128 GB)",34900,4.5,95080,9193,https://rukminim1.flixcart.com/image/312/312/k12go7k0/mobile/e/y/z/apple-iphone-7-mn952hn-a-original-imafkqe8ptsnpd6m.jpeg?q=70
370,"APPLE iPhone 5C (Pink, 8 GB)",37500,3.9,1326,265,https://rukminim1.flixcart.com/image/312/312/kmthz0w0pkrrdj/mobile-refurbished/7/d/1/iphone-5c-32-a-na-apple-original-imadwyy4yvrgbyum.jpeg?q=70
371,"APPLE iPhone 6s Plus (Silver, 128 GB)",70000,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/mobile/f/h/u/apple-iphone-6s-plus-na-original-imaebyngvzmrsyfu.jpeg?q=70
372,"APPLE iPhone XS (Gold, 256 GB)",103900,4.7,11965,870,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/x/g/f/apple-iphone-xs-mt9k2hn-a-original-imaf97f6hqebeych.jpeg?q=70
373,"APPLE iPhone XR (Yellow, 64 GB)",47900,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/k0lbdzk0pkrrdj/mobile/y/z/f/apple-iphone-xr-mry72hn-a-original-imafbhywvgshhwhd.jpeg?q=70
374,"APPLE iPhone 7 Plus (Black, 128 GB)",42900,4.5,29799,2997,https://rukminim1.flixcart.com/image/312/312/k13w4280/mobile/h/q/h/apple-iphone-7-plus-mn4w2hn-a-original-imafkqfhzxgedrcu.jpeg?q=70
375,"APPLE iPhone 6s Plus (Space Grey, 16 GB)",72000,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/mobile/b/u/e/apple-iphone-6s-plus-na-original-imaeby7yqedxtcwv.jpeg?q=70
376,"APPLE iPhone 7 (Gold, 256 GB)",74400,4.5,95080,9193,https://rukminim1.flixcart.com/image/312/312/k12go7k0/mobile/e/q/m/apple-iphone-7-mn942hn-a-original-imafkqe8mqaafe4g.jpeg?q=70
377,"APPLE iPhone XS (Gold, 64 GB)",89900,4.7,11965,870,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/x/g/f/apple-iphone-xs-mt9k2hn-a-original-imaf97f6hqebeych.jpeg?q=70
378,"APPLE iPhone XS Max (Silver, 256 GB)",124900,4.6,1454,147,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/c/2/j/apple-iphone-xs-max-mt542hn-a-original-imaf97f6n9eg9be4.jpeg?q=70
379,"APPLE iPhone 7 (Silver, 256 GB)",74400,4.5,95080,9193,https://rukminim1.flixcart.com/image/312/312/k12go7k0/mobile/b/h/n/apple-iphone-7-mn932hn-a-original-imafkqe89uazqfa3.jpeg?q=70
380,"APPLE iPhone 7 Plus (Red, 128 GB)",42900,4.5,29799,2997,https://rukminim1.flixcart.com/image/312/312/j1b0xow0/mobile/k/e/t/apple-iphone-7-plus-mn4v2hn-a-original-imaeswuk6ecvqhb5.jpeg?q=70
381,"APPLE iPhone 6s (Space Grey, 128 GB)",82000,4.5,93045,9243,https://rukminim1.flixcart.com/image/312/312/mobile/t/e/7/apple-iphone-6s-na-original-imaebymatbv4unha.jpeg?q=70
382,"APPLE iPhone 7 (Jet Black, 256 GB)",74400,4.5,95080,9193,https://rukminim1.flixcart.com/image/312/312/mobile/m/t/8/apple-iphone-7-na-original-imaemzfjmrwpksbu.jpeg?q=70
383,"APPLE iPhone 12 Pro Max (Silver, 256 GB)",129900,4.5,1261,102,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/g/z/c/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcyyemh9hbg.jpeg?q=70
384,"APPLE iPhone 13 mini (Starlight, 256 GB)",68990,4.5,3044,265,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/a/j/u/iphone-13-mini-mlkc3hn-a-apple-original-imag6vp6swvmsbnn.jpeg?q=70
385,"APPLE iPhone XS (Silver, 64 GB)",89900,4.7,11965,870,https://rukminim1.flixcart.com/image/312/312/jm9hfgw0/mobile/g/h/c/apple-iphone-xs-mt9f2hn-a-original-imaf97f6zzfkzjcz.jpeg?q=70
386,"Apple iPhone SE (Red, 256 GB) (Includes EarPods, Power Adapter)",54900,4.5,153773,12062,https://rukminim1.flixcart.com/image/312/312/k9loccw0/mobile/6/8/g/apple-iphone-se-mxvv2hn-a-original-imafrcqmfh4zznmq.jpeg?q=70
387,"APPLE iPhone XR (Blue, 128 GB)",52900,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/k0lbdzk0pkrrdj/mobile/f/z/3/apple-iphone-xr-mrya2hn-a-original-imafbhyvbz2hmaxd.jpeg?q=70
388,"APPLE iPhone 5s (Silver, 16 GB)",25000,4.4,62719,7352,https://rukminim1.flixcart.com/image/312/312/mobile/5/8/2/apple-iphone-5s-a1530-original-imaehzzwzbcgg3sg.jpeg?q=70
389,"APPLE iPhone 13 mini (Blue, 512 GB)",79990,4.5,3044,265,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/a/i/l/iphone-13-mini-mlk93hn-a-apple-original-imag6vp6x67yypzk.jpeg?q=70
390,"APPLE iPhone 12 Pro Max (Graphite, 256 GB)",129900,4.5,1261,102,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/5/z/w/apple-iphone-12-pro-max-dummyapplefsn-original-imafwgcy7ugz3y2z.jpeg?q=70
391,"APPLE iPhone 6 (Silver, 128 GB)",71500,4.4,145565,16257,https://rukminim1.flixcart.com/image/312/312/mobile/h/h/g/apple-iphone-6-original-imaeyny5hqffnnbn.jpeg?q=70
392,"APPLE iPhone 6 (Grey, 128 GB)",71500,4.4,145565,16257,https://rukminim1.flixcart.com/image/312/312/mobile/f/2/j/apple-iphone-6-original-imaeymdqs5gm5xkz.jpeg?q=70
393,"APPLE iPhone 11 Pro (Space Grey, 64 GB)",106600,4.6,8661,630,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/c/u/e/iphone-11-pro-512-u-mwcd2hn-a-apple-0-original-imafkg2fhzhzzh5s.jpeg?q=70
394,"APPLE iPhone 6s Plus (Rose Gold, 128 GB)",70000,4.4,18831,2379,https://rukminim1.flixcart.com/image/312/312/mobile/x/u/e/apple-iphone-6s-plus-na-original-imaebyngfadycxgt.jpeg?q=70
395,"APPLE iPhone 7 (Rose Gold, 256 GB)",74400,4.5,95080,9193,https://rukminim1.flixcart.com/image/312/312/k12go7k0/mobile/e/y/z/apple-iphone-7-mn952hn-a-original-imafkqe8ptsnpd6m.jpeg?q=70
396,"APPLE iPhone 6 (Gold, 64 GB)",62500,4.4,145565,16257,https://rukminim1.flixcart.com/image/312/312/mobile/a/z/h/apple-iphone-6-original-imaeynf5tzfkzaym.jpeg?q=70
397,"APPLE iPhone 6s (Rose Gold, 64 GB)",72000,4.5,93045,9243,https://rukminim1.flixcart.com/image/312/312/mobile/v/g/j/apple-iphone-6s-na-original-imaebym6vqhggczq.jpeg?q=70
398,"APPLE iPhone XR (Yellow, 128 GB)",41699,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/k0lbdzk0pkrrdj/mobile/y/z/f/apple-iphone-xr-mry72hn-a-original-imafbhywvgshhwhd.jpeg?q=70
399,"APPLE iPhone 11 Pro (Midnight Green, 256 GB)",121300,4.6,8661,630,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/z/a/f/iphone-11-pro-max-256-u-mwhm2hn-a-apple-0-original-imafkg2ftc5cze5n.jpeg?q=70
400,"APPLE iPhone 6s (Space Grey, 16 GB)",62000,4.5,93045,9243,https://rukminim1.flixcart.com/image/312/312/mobile/t/e/7/apple-iphone-6s-na-original-imaebymaz5exfapw.jpeg?q=70
401,"APPLE iPhone X (Silver, 64 GB)",91900,4.6,10966,868,https://rukminim1.flixcart.com/image/312/312/j9d3bm80/mobile/f/y/v/apple-iphone-x-mqa92hn-a-original-imaeyysgqbg8qmhn.jpeg?q=70
402,"APPLE iPhone 6 (Silver, 64 GB)",62000,4.4,145565,16257,https://rukminim1.flixcart.com/image/312/312/mobile/2/j/5/apple-iphone-6-original-imaeyny5fy253xy4.jpeg?q=70
403,"Apple iPhone XR (White, 64 GB) (Includes EarPods, Power Adapter)",36999,4.6,100621,8572,https://rukminim1.flixcart.com/image/312/312/jnj7iq80/mobile/y/q/d/apple-iphone-xr-mry52hn-a-original-imafa6zkfgwpnsgz.jpeg?q=70
404,"APPLE iPhone 12 mini (Purple, 128 GB)",43999,4.5,123723,9964,https://rukminim1.flixcart.com/image/312/312/ko0d6kw0/mobile/d/h/5/iphone-12-mini-mjqh3hn-a-apple-original-imag2k2xuuyfyusd.jpeg?q=70
405,"APPLE iPhone 11 Pro (Silver, 64 GB)",106600,4.6,8661,630,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/k/6/h/iphone-11-pro-max-64-b-mwhf2hn-a-apple-0-original-imafkg2ftqfvr9sf.jpeg?q=70
406,"APPLE iPhone 6 Plus (Space Grey, 128 GB)",80500,4.5,1673,200,https://rukminim1.flixcart.com/image/312/312/mobile/h/z/d/apple-iphone-6-plus-original-imaeymdqfzw2zzhw.jpeg?q=70
407,"APPLE iPhone 6 Plus (Gold, 64 GB)",71500,4.5,1673,200,https://rukminim1.flixcart.com/image/312/312/mobile/4/q/n/apple-iphone-6-plus-original-imaeymdqx2g2wtjn.jpeg?q=70
